id,pm25,pm10,o3,no2,so2,co,t,p,h,w,time,dew,wg,aqi
1641,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1657,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1673,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1689,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1705,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1721,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1737,34,34,-1,-1,-1,-1,26,1013,83,3,1715864400,23,-1,34
1753,21,25,-1,-1,-1,-1,31,1008,58,4,1715925600,22,-1,25
1769,20,23,-1,-1,-1,-1,28,1007,88,3,1715990400,26,-1,23
1785,11,13,-1,-1,-1,-1,29,1003,88,4,1716048000,27,-1,13
1801,33,29,-1,-1,-1,-1,28,1001,81,6,1716109200,24,-1,33
1259,169,-1,4,1,5,0,26,1005,88,4,1713963600,24,16,169
1275,147,-1,4,1,4,0,32,1005,70,3,1714021200,26,16,147
1291,147,-1,4,1,4,0,27,1002,94,2,1714082400,26,16,147
1307,160,-1,4,1,4,0,30,1000,89,4,1714140000,28,16,160
1323,76,-1,4,1,4,0,27,1008,83,4,1714719600,24,-1,76
1339,95,-1,-1,-1,-1,-1,26,1006,94,2,1714780800,25,-1,95
1355,134,-1,-1,-1,-1,-1,26,1006,94,4,1714838400,25,-1,134
1370,104,-1,-1,-1,-1,-1,29,1008,67,4,1714892400,22,-1,104
1386,147,-1,-1,-1,-1,-1,25,1014,94,4,1714960800,24,-1,147
1402,174,-1,-1,-1,-1,-1,25,1012,94,3,1715018400,24,-1,174
1418,122,-1,-1,-1,-1,-1,29,1011,79,2,1715079600,25,-1,122
1434,85,-1,-1,-1,-1,-1,30,1013,77,4,1715140800,26,-1,85
1450,70,-1,4,1,4,0,25,1012,94,5,1715198400,24,-1,70
1466,112,-1,4,1,5,0,26,1012,83,3,1715256000,23,9,112
1482,102,-1,3,1,4,0,27,1012,86,2,1715608800,24,9,102
1498,114,-1,4,1,4,0,31,1011,62,2,1715666400,23,9,114
1514,134,-1,4,1,4,0,26,1011,94,2,1715724000,25,9,134
1530,78,-1,3,1,4,0,25,1014,100,2,1715781600,25,9,78
1546,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1562,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1578,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1594,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1610,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1626,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1642,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1658,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1674,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1690,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1706,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1722,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1738,31,31,-1,-1,-1,-1,26,1013,83,2,1715868000,23,-1,31
1754,17,23,-1,-1,-1,-1,31,1007,60,5,1715929200,22,-1,23
1770,20,23,-1,-1,-1,-1,29,1006,83,4,1715994000,26,-1,23
1786,10,11,-1,-1,-1,-1,29,1002,88,4,1716051600,27,-1,11
1802,24,29,-1,-1,-1,-1,27,1003,83,3,1716112800,24,-1,29
1260,153,-1,4,1,4,0,26,1007,88,1,1713967200,24,16,153
1276,132,-1,4,1,4,0,33,1003,66,3,1714024800,26,16,132
1292,152,-1,4,1,4,0,27,1003,94,1,1714086000,26,16,152
1308,160,-1,4,1,4,0,29,1001,94,4,1714143600,28,16,160
1324,68,-1,4,1,4,0,27,1007,83,6,1714723200,24,-1,68
1340,132,-1,-1,-1,-1,-1,27,1007,94,2,1714784400,26,-1,132
1356,89,-1,-1,-1,-1,-1,27,1007,88,5,1714842000,25,-1,89
1371,95,-1,-1,-1,-1,-1,28,1007,69,3,1714896000,22,-1,95
1387,142,-1,-1,-1,-1,-1,24,1013,94,1,1714964400,23,-1,142
1403,119,-1,-1,-1,-1,-1,25,1011,94,2,1715022000,24,-1,119
1419,149,-1,-1,-1,-1,-1,28,1012,88,1,1715083200,26,-1,149
1435,99,-1,-1,-1,-1,-1,31,1013,74,3,1715144400,26,-1,99
1451,74,-1,4,1,4,0,24,1013,88,5,1715202000,22,-1,74
1467,151,-1,4,1,5,0,26,1012,89,2,1715259600,24,9,151
1483,85,-1,3,1,4,0,26,1013,88,2,1715612400,24,9,85
1499,137,-1,4,1,4,0,32,1010,59,2,1715670000,23,9,137
1515,117,-1,5,1,4,0,26,1012,94,2,1715727600,25,9,117
1531,80,-1,3,1,4,0,25,1014,100,3,1715785200,25,9,80
1547,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1563,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1579,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1595,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1611,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1627,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1643,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1659,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1675,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1691,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1707,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1723,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1739,30,29,-1,-1,-1,-1,26,1013,83,2,1715871600,23,-1,30
1755,16,23,-1,-1,-1,-1,29,1007,65,5,1715936400,22,-1,23
1771,20,23,-1,-1,-1,-1,30,1006,79,4,1715997600,26,-1,23
1787,9,10,-1,-1,-1,-1,29,1001,88,3,1716055200,27,-1,10
1803,18,21,-1,-1,-1,-1,27,1004,89,1,1716116400,25,-1,21
1261,154,-1,4,1,4,0,25,1005,94,4,1713970800,24,16,154
1277,107,-1,4,1,4,0,34,1002,66,4,1714028400,27,16,107
1293,162,-1,4,1,4,0,28,1003,94,2,1714089600,27,16,162
1309,162,-1,4,1,4,0,29,1001,91,4,1714147200,27,16,162
1325,65,-1,4,1,4,0,27,1006,78,5,1714726800,23,-1,65
1341,117,-1,-1,-1,-1,-1,29,1007,86,3,1714788000,26,-1,117
1357,89,-1,-1,-1,-1,-1,27,1006,83,5,1714845600,24,-1,89
1372,114,-1,-1,-1,-1,-1,28,1007,69,3,1714899600,22,-1,114
1388,93,-1,-1,-1,-1,-1,25,1013,94,2,1714968000,24,-1,93
1404,112,-1,-1,-1,-1,-1,25,1011,94,2,1715025600,24,-1,112
1420,149,-1,-1,-1,-1,-1,28,1012,83,3,1715086800,25,-1,149
1436,76,-1,-1,-1,-1,-1,28,1012,87,5,1715148000,25,-1,76
1452,74,-1,4,1,4,0,24,1013,91,4,1715205600,22,-1,74
1468,119,-1,4,1,5,0,26,1014,91,2,1715263200,24,9,119
1484,95,-1,3,1,4,0,26,1013,88,2,1715616000,24,9,95
1500,129,-1,5,1,4,0,32,1009,61,2,1715673600,24,9,129
1516,127,-1,5,1,4,0,27,1013,88,2,1715731200,25,9,127
1532,85,-1,3,1,4,0,25,1015,100,3,1715788800,25,9,85
1548,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1564,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1580,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1596,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1612,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1628,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1644,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1660,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1676,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1692,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1708,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1724,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1740,31,30,-1,-1,-1,-1,26,1013,83,3,1715875200,23,-1,31
1756,16,23,-1,-1,-1,-1,29,1007,65,4,1715940000,22,-1,23
1772,20,24,-1,-1,-1,-1,30,1005,79,4,1716001200,26,-1,24
1788,10,11,-1,-1,-1,-1,28,1001,94,3,1716058800,27,-1,11
1804,17,17,-1,-1,-1,-1,26,1005,94,2,1716120000,25,-1,17
1262,153,-1,4,1,4,0,25,1007,94,1,1713974400,24,16,153
1278,107,-1,4,1,4,0,33,1001,75,4,1714032000,28,16,107
1294,163,-1,4,1,4,0,29,1004,88,1,1714093200,27,16,163
1310,157,-1,4,1,4,0,28,1000,94,4,1714150800,27,16,157
1326,59,-1,4,1,4,0,26,1006,86,4,1714730400,24,-1,59
1342,112,-1,-1,-1,-1,-1,30,1006,81,4,1714791600,26,-1,112
1358,107,-1,-1,-1,-1,-1,26,1006,78,4,1714849200,22,-1,107
1373,112,-1,-1,-1,-1,-1,28,1007,74,3,1714903200,23,-1,112
1389,89,-1,-1,-1,-1,-1,26,1013,88,3,1714971600,24,-1,89
1405,155,-1,-1,-1,-1,-1,25,1012,94,2,1715029200,24,-1,155
1421,139,-1,-1,-1,-1,-1,28,1013,83,2,1715090400,25,-1,139
1437,50,-1,-1,-1,-1,-1,27,1011,91,4,1715151600,26,-1,50
1453,46,-1,4,1,4,0,23,1013,94,4,1715209200,22,-1,46
1469,87,-1,4,1,4,0,26,1014,91,3,1715266800,24,9,87
1485,91,-1,4,1,4,0,25,1012,94,2,1715619600,24,9,91
1501,134,-1,6,1,4,0,31,1009,66,3,1715677200,24,9,134
1517,124,-1,5,1,5,0,28,1013,83,3,1715734800,25,9,124
1533,119,-1,4,1,4,0,25,1014,94,3,1715792400,24,9,119
1549,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1565,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1581,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1597,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1613,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1629,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1645,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1661,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1677,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1693,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1709,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1725,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1741,34,31,-1,-1,-1,-1,25,1011,88,3,1715878800,23,-1,34
1757,16,24,-1,-1,-1,-1,28,1008,69,5,1715943600,22,-1,24
1773,20,27,-1,-1,-1,-1,31,1005,74,4,1716004800,26,-1,27
1789,11,12,-1,-1,-1,-1,28,1001,94,2,1716062400,27,-1,12
1805,18,16,-1,-1,-1,-1,26,1005,94,3,1716123600,25,-1,18
1263,149,-1,4,1,4,0,26,1007,94,3,1713978000,25,16,149
1279,117,-1,4,1,4,0,33,1000,75,4,1714035600,28,16,117
1295,155,-1,4,1,4,0,30,1004,84,1,1714096800,27,16,155
1311,158,-1,4,1,4,0,28,1000,94,5,1714154400,27,16,158
1327,74,-1,4,1,4,0,26,1006,88,5,1714734000,24,-1,74
1343,99,-1,-1,-1,-1,-1,31,1006,77,3,1714795200,26,-1,99
1359,91,-1,-1,-1,-1,-1,25,1006,73,5,1714852800,20,-1,91
1374,151,-1,-1,-1,-1,-1,27,1008,78,2,1714906800,23,-1,151
1390,119,-1,-1,-1,-1,-1,26,1013,88,6,1714975200,24,-1,119
1406,97,-1,-1,-1,-1,-1,25,1012,94,2,1715032800,24,-1,97
1422,139,-1,-1,-1,-1,-1,28,1013,83,3,1715094000,25,-1,139
1438,68,-1,-1,-1,-1,-1,27,1010,94,3,1715155200,26,-1,68
1454,63,-1,4,1,4,0,23,1014,94,4,1715212800,22,-1,63
1470,87,-1,4,1,4,0,26,1014,88,4,1715270400,24,9,87
1486,93,-1,4,1,4,0,25,1012,91,2,1715623200,24,9,93
1502,155,-1,6,1,4,0,31,1009,66,4,1715680800,24,9,155
1518,91,-1,4,1,4,0,28,1014,83,3,1715738400,25,9,91
1534,165,-1,4,1,4,0,26,1013,88,3,1715796000,24,9,165
1550,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1566,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1582,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1598,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1614,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1630,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1646,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1662,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1678,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1694,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1710,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1726,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1742,37,33,-1,-1,-1,-1,25,1011,91,2,1715882400,24,-1,37
1758,17,26,-1,-1,-1,-1,28,1008,69,4,1715947200,22,-1,26
1774,20,27,-1,-1,-1,-1,32,1004,70,4,1716008400,26,-1,27
1790,12,12,-1,-1,-1,-1,28,1001,94,3,1716066000,27,-1,12
1806,20,16,-1,-1,-1,-1,26,1005,88,2,1716127200,24,-1,20
1264,162,-1,4,1,4,0,26,1007,91,2,1713981600,25,16,162
1280,134,-1,4,1,4,0,33,1000,70,5,1714039200,27,16,134
1296,163,-1,4,1,4,0,31,1004,79,1,1714100400,27,16,163
1312,154,-1,4,1,4,0,28,1000,94,4,1714158000,27,16,154
1328,68,-1,4,1,4,0,26,1007,83,4,1714737600,23,-1,68
1344,109,-1,-1,-1,-1,-1,32,1005,72,4,1714798800,26,-1,109
1360,114,-1,-1,-1,-1,-1,25,1007,73,4,1714856400,20,-1,114
1375,117,-1,-1,-1,-1,-1,26,1009,88,3,1714910400,24,-1,117
1391,74,-1,-1,-1,-1,-1,27,1011,83,5,1714978800,24,-1,74
1407,109,-1,-1,-1,-1,-1,25,1013,94,2,1715036400,24,-1,109
1423,99,-1,-1,-1,-1,-1,27,1014,94,3,1715097600,26,-1,99
1439,72,-1,-1,-1,-1,-1,28,1010,88,3,1715158800,26,-1,72
1455,57,-1,4,1,4,0,23,1014,100,3,1715216400,23,-1,57
1471,65,-1,4,1,4,0,26,1014,88,3,1715274000,24,9,65
1487,107,-1,4,1,4,0,25,1011,94,1,1715626800,24,9,107
1503,155,-1,6,1,4,0,31,1009,68,5,1715684400,24,9,155
1519,85,-1,3,1,4,0,29,1014,79,3,1715742000,25,9,85
1535,152,-1,4,1,4,0,25,1013,94,3,1715799600,24,9,152
1551,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1567,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1583,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1599,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1615,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1631,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1647,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1663,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1679,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1695,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1711,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1727,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1743,40,35,-1,-1,-1,-1,25,1011,94,2,1715886000,24,-1,40
1759,18,25,-1,-1,-1,-1,28,1009,76,4,1715950800,24,-1,25
1775,19,24,-1,-1,-1,-1,32,1003,70,4,1716012000,26,-1,24
1791,12,13,-1,-1,-1,-1,28,1002,94,4,1716069600,27,-1,13
1807,21,17,-1,-1,-1,-1,25,1006,94,3,1716130800,24,-1,21
1265,158,-1,4,1,4,0,26,1006,88,2,1713985200,24,16,158
1281,151,-1,4,1,4,0,31,1000,79,5,1714042800,27,16,151
1297,167,-1,4,1,4,0,33,1003,70,1,1714104000,27,16,167
1313,151,-1,4,1,4,0,27,999,94,3,1714161600,26,16,151
1329,87,-1,4,1,4,0,26,1007,88,4,1714741200,24,-1,87
1345,117,-1,-1,-1,-1,-1,32,1003,70,4,1714802400,26,-1,117
1361,80,-1,-1,-1,-1,-1,24,1006,83,3,1714860000,21,-1,80
1376,95,-1,-1,-1,-1,-1,26,1011,83,1,1714921200,23,-1,95
1392,82,-1,-1,-1,-1,-1,28,1011,78,4,1714982400,24,-1,82
1408,107,-1,-1,-1,-1,-1,25,1014,94,3,1715040000,24,-1,107
1424,127,-1,-1,-1,-1,-1,27,1013,94,2,1715101200,26,-1,127
1440,74,-1,-1,-1,-1,-1,28,1009,88,3,1715162400,26,-1,74
1456,65,-1,4,1,4,0,24,1014,94,2,1715220000,23,-1,65
1472,72,-1,4,1,4,0,28,1014,74,3,1715572800,23,9,72
1488,104,-1,4,1,4,0,25,1011,94,2,1715630400,24,9,104
1504,114,-1,5,1,4,0,29,1010,76,6,1715688000,24,9,114
1520,95,-1,3,1,4,0,29,1013,81,3,1715745600,26,9,95
1536,154,-1,4,1,4,0,26,1012,88,2,1715803200,24,9,154
1552,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1568,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1584,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1600,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1616,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1632,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1648,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1664,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1680,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1696,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1712,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1728,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1744,43,35,-1,-1,-1,-1,25,1011,94,2,1715889600,24,-1,43
1760,19,25,-1,-1,-1,-1,28,1010,81,4,1715954400,24,-1,25
1776,18,22,-1,-1,-1,-1,31,1001,79,6,1716015600,27,-1,22
1792,13,14,-1,-1,-1,-1,28,1003,88,4,1716073200,26,-1,14
1808,26,20,-1,-1,-1,-1,25,1005,94,3,1716134400,24,-1,26
1266,159,-1,4,1,4,0,25,1006,100,4,1713988800,25,16,159
1282,132,-1,4,1,4,0,30,1001,89,5,1714046400,28,16,132
1298,167,-1,4,1,4,0,34,1002,66,1,1714107600,27,16,167
1314,149,-1,4,1,4,0,27,1000,94,3,1714165200,26,16,149
1330,61,-1,4,1,4,0,25,1007,94,4,1714744800,24,-1,61
1346,117,-1,-1,-1,-1,-1,33,1003,66,4,1714806000,26,-1,117
1362,72,-1,-1,-1,-1,-1,25,1008,81,1,1714863600,21,-1,72
1377,87,-1,-1,-1,-1,-1,25,1010,94,2,1714924800,24,-1,87
1393,65,-1,-1,-1,-1,-1,28,1010,74,3,1714986000,23,-1,65
1409,152,-1,-1,-1,-1,-1,26,1014,88,3,1715043600,24,-1,152
1425,112,-1,-1,-1,-1,-1,26,1011,94,3,1715104800,25,-1,112
1441,85,-1,-1,-1,-1,-1,27,1009,88,3,1715166000,25,-1,85
1457,68,-1,4,1,4,0,25,1014,94,2,1715223600,24,-1,68
1473,70,-1,4,1,4,0,29,1013,65,4,1715576400,22,9,70
1489,132,-1,4,1,4,0,25,1011,91,1,1715634000,23,9,132
1505,78,-1,5,1,4,0,28,1011,78,4,1715691600,24,9,78
1521,97,-1,3,1,4,0,30,1013,77,3,1715749200,26,9,97
1537,129,-1,4,1,4,0,25,1013,94,2,1715806800,24,9,129
1553,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1569,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1585,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1601,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1617,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1633,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1649,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1665,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1681,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1697,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1713,33,29,-1,-1,-1,-1,30,1014,62,4,1715824800,22,9,33
1729,19,23,-1,-1,-1,-1,31,1014,58,3,1715832000,22,9,23
1745,46,37,-1,-1,-1,-1,25,1011,94,0,1715893200,24,-1,46
1761,19,24,-1,-1,-1,-1,27,1010,83,5,1715958000,24,-1,24
1777,18,21,-1,-1,-1,-1,31,1001,79,6,1716019200,27,-1,21
1793,15,17,-1,-1,-1,-1,29,1004,83,3,1716076800,26,-1,17
1809,27,20,-1,-1,-1,-1,25,1004,94,2,1716138000,24,-1,27
1267,161,-1,4,1,4,0,25,1005,100,3,1713992400,25,16,161
1283,112,-1,4,1,4,0,29,1002,88,5,1714053600,27,16,112
1299,164,-1,4,1,4,0,35,1001,59,3,1714111200,26,16,164
1315,151,-1,4,1,4,0,27,1001,94,3,1714168800,26,16,151
1331,65,-1,4,1,4,0,25,1008,94,2,1714748400,24,-1,65
1347,112,-1,-1,-1,-1,-1,33,1002,68,5,1714809600,26,-1,112
1363,93,-1,-1,-1,-1,-1,25,1009,76,4,1714867200,21,-1,93
1378,87,-1,-1,-1,-1,-1,26,1011,78,2,1714928400,22,-1,87
1394,82,-1,-1,-1,-1,-1,28,1009,74,3,1714989600,23,-1,82
1410,122,-1,-1,-1,-1,-1,26,1015,88,4,1715047200,24,-1,122
